index,index_city,Population
7823,Stowe,4314
7825,Wolverine Lake,4312
7826,Atlantic Highlands,4311
7829,Narberth,4309
7830,Edgartown,4306
7831,High Ridge,4305
7832,North Terre Haute,4305
7836,Hokes Bluff,4301
7837,Rockmart,4300
7838,Clay Center,4300
7841,Osawatomie,4297
7843,Herricks,4295
7844,East Troy,4295
7846,West Wendover,4294
7847,Monte Vista,4294
7848,Santa Venetia,4292
7849,La Joya,4291
7852,Le Roy,4288
7854,Mountain Lakes,4288
7856,Surfside Beach,4280
7857,West Jefferson,4279
7858,Jersey Shore,4279
7859,Ford City,4278
7860,Emerald Lake Hills,4278
7861,Slatington,4276
7862,Louisburg,4276
7864,Heber,4275
7865,Ellenton,4275
7866,Jourdanton,4275
7867,Buhl,4275
7868,Falmouth,4274
7870,Tortolita,4274
7871,Sherborn,4273
7873,Royal Pines,4272
7874,Sharpsville,4271
7875,Bigfork,4270
7876,China,4269
7877,Phoenix Lake,4269
7878,Bradley Beach,4268
7881,Spindale,4263
7882,Bellville,4262
7883,Euharlee,4261
7884,Santa Teresa,4258
7885,Minersville,4258
7886,Paradise Hills,4256
7887,Prairie du Sac,4255
7888,Big Pine Key,4252
7890,Walhalla,4251
7892,Barrington Hills,4251
7893,Lyncourt,4250
7894,Wolfforth,4249
7895,Paintsville,4249
7896,Lonoke,4249
7898,Blanchester,4246
7901,Freeburg,4241
7903,Clarkdale,4240
7904,Cresco,4240
7905,Spotsylvania Courthouse,4239
7906,Egg Harbor City,4239
7908,Mojave,4238
7909,Greene,4238
7910,Mary Esther,4238
7911,Lorane,4236
7914,Honesdale,4233
7915,West Laurel,4230
7916,North Wilkesboro,4226
7917,Cornwall,4226
7918,University Gardens,4226
7920,Westover,4223
7921,Cornelia,4223
7922,Dilley,4223
7923,Ipswich,4222
7924,West Newbury,4221
7925,Bolton,4220
7926,Mattituck,4219
7928,Rumford,4218
7929,South Greeley,4217
7930,Slaughterville,4217
7931,Leisure Village East,4217
7932,Cotulla,4216
7933,Millsboro,4216
7935,Pennside,4215
7937,Chariton,4214
7938,Winchendon,4213
7939,Sellersville,4212
7941,West Milwaukee,4212
7943,Burnham,4210
7945,Vassalboro,4208
7947,French Island,4207
7949,Mystic,4205
7950,Long Hill,4205
7951,Dyersville,4204
7953,Lochmoor Waterway Estates,4204
7955,Holmes Beach,4199
7956,Pittsboro,4198
7958,Falls City,4198
7959,East Merrimack,4197
7960,Comanche,4197
7961,Hazlehurst,4196
7963,Dimmitt,4195
7965,Northwoods,4193
7967,Monongahela,4192
7968,West Bradenton,4192
7970,West Reading,4191
7972,Ashville,4190
7973,Empire,4189
7975,Trent Woods,4189
7976,Sullivan City,4189
7977,Lake Wisconsin,4189
7979,Westway,4188
7980,Wauna,4186
7981,Alturas,4185
7982,Gang Mills,4185
7983,Gatlinburg,4184
7985,Pine Level,4183
7986,Rutherfordton,4182
7987,China Grove,4182
7989,Reiffton,4178
7991,Cedarville,4177
7992,Broadmoor,4176
7993,Avenue B and C,4176
7995,Wadena,4176
7997,North East,4172
7998,Morgans Point Resort,4170
8003,Ho-Ho-Kus,4165
8004,Aldan,4165
8005,Volo,4164
8008,Armona,4156
8009,Indian River Shores,4156
8012,Randleman,4153
8013,Rosebank,4152
8015,Hooksett,4147
8016,Grant,4147
8017,Medford Lakes,4146
8019,Morrison,4145
8020,Golden Triangle,4145
8021,Fetters Hot Springs-Agua Caliente,4144
8022,Goodview,4144
8023,Marine City,4143
8024,East Hampton North,4142
8025,Pipestone,4141
8026,Suquamish,4140
8027,Hickory Creek,4139
8028,South Chicago Heights,4138
8029,Breinigsville,4138
8031,Lathrup Village,4135
8034,Ely,4134
8035,Pocomoke City,4133
8036,Isle of Palms,4133
8037,Broken Bow,4131
8039,Roselawn,4131
8040,Woodruff,4129
8041,Churchville,4128
8042,Forty Fort,4126
8044,Kenmar,4124
8046,Warminster Heights,4124
8048,Spackenkill,4123
8049,El Verano,4123
8051,Peotone,4120
8053,Indian Rocks Beach,4113
8055,Metter,4111
8056,Bardonia,4108
8057,Reedsport,4107
8058,Whiteriver,4104
8059,Wolf Lake,4104
8061,Goulding,4102
8063,Sinking Spring,4101
8064,Burgaw,4100
8065,Cool,4100
8066,Nassau Bay,4100
8067,Raynham Center,4100
8068,Lisbon Falls,4100
8069,Pecan Acres,4099
8070,Caro,4099
8073,Kewaskum,4096
8074,Rockaway Point,4096
8076,June Park,4094
8078,Lake of the Woods,4094
8079,Pilot Point,4093
8083,Dundee,4090
8085,Haleyville,4088
8086,Rydal,4087
8087,Fleetwood,4085
8088,Assonet,4084
8089,Berne,4084
8090,Benton Heights,4084
8092,Fort Gibson,4083
8094,Ellenville,4081
8095,Bunche Park,4080
8098,Boylston,4078
8100,Riva,4076
8101,Fredericktown,4076
8103,Boca Pointe,4073
8104,Senoia,4073
8105,Woodson Terrace,4072
8106,Argo,4071
8108,Mahanoy City,4070
8109,East Windsor,4069
8110,Barboursville,4069
8111,Chalfont,4069
8113,Bunkie,4066
8114,Oak View,4066
8115,Hallsville,4065
8116,Eldorado,4064
8117,Dwight,4063
8118,Cannon Falls,4062
8120,Alfred,4061
8121,Elkin,4060
8122,Chelan,4060
8123,LaVerkin,4060
8125,Grayson,4058
8126,Felton,4057
8127,Scandia,4057
8128,Grant-Valkaria,4056
8129,Algonac,4055
8133,Morgan,4049
8134,Boyertown,4046
8135,Waynesburg,4045
8136,Westborough,4045
8137,Caseyville,4045
8140,Gordon Heights,4042
8141,Kildeer,4040
8142,Selby-on-the-Bay,4040
8143,Rosewood Heights,4038
8145,Baden,4037
8146,Manning,4037
8147,Buckingham,4036
8149,Pocola,4031
8150,Mosinee,4030
8151,Rigby,4029
8152,Brewerton,4029
8153,Baxter Springs,4028
8155,Sissonville,4028
8156,Fordyce,4027
8157,Highlands-Baywood Park,4027
8161,Wonder Lake,4026
8162,Garden City South,4024
8163,San Joaquin,4022
8164,Chagrin Falls,4021
8165,Level Green,4020
8168,Wood Village,4017
8169,Dallastown,4017
8170,Stilwell,4016
8171,Saw Creek,4016
8172,Charleroi,4015
8173,Alvarado,4015
8174,Forsyth,4013
8175,Aumsville,4013
8176,Mount Plymouth,4011
8177,Crescent Springs,4010
8178,Bystrom,4008
8179,South Brooksville,4007
8181,Niwot,4006
8182,Bloomfield Hills,4004
8183,Skyline View,4003
8184,New Lebanon,4001
8185,North Great River,4001
8186,Cross Plains,4000
8188,Le Sueur,3999
8189,Menands,3998
8192,Oakhurst,3995
8194,The Meadows,3994
8197,Oaklyn,3992
8198,Belleair,3992
8201,Shallotte,3991
8202,Washington Park,3990
8203,Ball,3990
8204,Fort McKinley,3989
8205,Highgrove,3988
8206,Danielson,3987
8209,Lawrence Park,3982
8210,Elmira Heights,3982
8211,Le Claire,3982
8212,Bonsall,3982
8213,Mullica Hill,3982
8216,Hubbardston,3977
8217,Mulberry,3976
8218,Reminderville,3976
8219,Heritage Hills,3975
8220,Windber,3974
8221,Walthourville,3974
8223,Fairway,3970
8226,Larned,3967
8227,Mount Hermon,3966
8228,Hugoton,3964
8229,Wallace,3964
8230,Castle Point,3962
8231,Throop,3960
8232,Bunker Hill Village,3957
8233,Fortville,3957
8234,Highland Mills,3957
8235,Spurgeon,3957
8236,Gamewell,3957
8237,Port Aransas,3955
8238,Village Shires,3949
8240,Park Rapids,3947
8243,Country Lake Estates,3943
8244,Nottingham,3942
8246,Carroll Valley,3941
8248,East Sandwich,3940
8250,Weaverville,3936
8251,Hephzibah,3936
8252,Woodmore,3936
8254,Herculaneum,3935
8259,Tri-City,3931
8260,Belfair,3931
8262,Hardwick,3930
8263,Northwest Harwich,3929
8264,Wilmer,3928
8266,Tabor City,3927
8268,Highland Lakes,3926
8269,South Point,3924
8271,Madill,3923
8273,Dupo,3921
8274,McGehee,3919
8275,Stock Island,3919
8276,Union Springs,3919
8279,Lake of the Pines,3917
8280,Wilbraham,3915
8282,Boscawen,3911
8283,Mogadore,3909
8284,Hayfield,3909
8285,Park Hill,3909
8286,Whitesboro,3909
8287,Walton,3907
8288,Marietta-Alderwood,3906
8290,Argyle,3905
8291,Presidio,3904
8292,Saugerties,3903
8293,Elba,3903
8294,Kensington Park,3901
8295,North Wildwood,3901
8296,Chalkville,3901
8297,Carmel-by-the-Sea,3897
8298,Beach Haven West,3896
8299,Chilton,3896
8300,Ridgway,3896
8301,Millstadt,3896
8302,Crane,3895
8303,Dewey-Humboldt,3894
8304,Friona,3894
8305,Lolo,3892
8306,Mineral Ridge,3892
8307,Montesano,3891
8308,Basalt,3891
8309,Village Green,3891
8310,Forest Oaks,3890
8311,Tarpey Village,3888
8313,Nichols Hills,3887
8315,Citronelle,3887
8316,Swanton,3886
8317,Semmes,3886
8319,Kittanning,3885
8321,Laureldale,3883
8323,Bordentown,3882
8324,Lower Grand Lagoon,3881
8328,Camdenton,3880
8329,Tyro,3879
8332,Catskill,3874
8333,Idyllwild-Pine Cove,3874
8334,Pennsburg,3873
8335,Lake Erie Beach,3872
8336,Quitman,3871
8337,Valdez,3870
8338,Elroy,3869
8345,Cozad,3863
8346,Strafford,3862
8347,Farmerville,3862
8348,Treasure Lake,3861
8350,Buzzards Bay,3859
8351,Irwin,3859
8352,Coquille,3858
8353,Indian Head,3857
8355,Ovilla,3855
8356,Wingate,3854
8357,Samoset,3854
8358,Longview Heights,3851
8359,Woodbourne,3851
8360,Garden Ridge,3850
8362,Valley Grande,3849
8363,Crittenden,3848
8364,Chattanooga Valley,3846
8365,Putnam Lake,3844
8367,Lonsdale,3843
8369,Sunderland,3843
8370,Deephaven,3843
8371,Ravenswood,3843
8372,Leo-Cedarville,3842
8373,Harbison Canyon,3841
8374,Highland Falls,3841
8375,West Pleasant View,3840
8377,Salem Heights,3839
8379,Bosque Farms,3838
8380,Green Oaks,3837
8383,Acme,3833
8384,Lincoln Heights,3831
8385,Richwood,3830
8386,Sewickley,3829
8387,Society Hill,3829
8388,Albia,3829
8389,Morada,3828
8391,Olivarez,3827
8392,Rocky Ford,3827
8393,South Russell,3826
8394,Eastland,3825
8396,Maytown,3824
8397,Indian Head Park,3824
8398,Newfane,3822
8399,Cayuga Heights,3822
8400,North Hudson,3822
8401,Plainwell,3822
8402,Desert Edge,3822
8403,Merchantville,3821
8404,Roosevelt Park,3821
8406,La Cienega,3819
8407,Rosita North,3818
8408,Port Monmouth,3818
8409,DeMotte,3814
8410,Hesston,3813
8411,Lawnton,3813
8412,Emmetsburg,3811
8414,Chesterfield Court House,3808
8415,Broadway,3807
8418,Bishop,3806
8419,Nome,3806
8421,Spring House,3804
8422,Greentown,3804
8423,Lake Tansi,3803
8424,Thompson's Station,3801
8425,Sunset Beach,3801
8426,El Jebel,3801
8427,Hardin,3800
8430,Lansford,3798
8431,Gouverneur,3797
8432,Golden Beach,3796
8433,Kings Beach,3796
8434,Wintersville,3795
8435,Newcomerstown,3794
8436,Yellow Springs,3793
8437,Hiram,3792
8438,Cisco,3791
8439,Carter Lake,3791
8441,Wilburton,3790
8444,National Harbor,3788
8445,Shannon Hills,3786
8448,Mills,3785
8449,Blanding,3785
8450,Longbranch,3784
8451,Saint James City,3784
8452,Franklinton,3782
8453,Rockwell,3780
8454,North Muskegon,3779
8455,Glenwood Landing,3779
8459,Oak Bluffs,3778
8460,Broward Estates,3777
8462,Boyne City,3776
8467,Sweeny,3771
8468,Todd Creek,3768
8469,Carolina Shores,3767
8470,Southern Shops,3767
8471,Ballinger,3767
8474,Metzger,3765
8475,Salton City,3763
8476,Palmer Heights,3762
8478,Bagdad,3761
8479,Vine Hill,3761
8480,Thornwood,3759
8482,Moyock,3759
8483,Skippack,3758
8485,Fruit Hill,3755
8486,Hopedale,3753
8488,Fairbury,3751
8489,Coal Valley,3748
8490,Forks,3747
8491,Northchase,3747
8493,Venersborg,3745
8495,Port Vue,3744
8496,Nowata,3743
8497,Turnersville,3742
8498,Calcutta,3742
8500,West Pasco,3739
8502,Gibbstown,3739
8504,Clifton Forge,3739
8507,Owego,3736
8508,East Rockingham,3736
8509,Heritage Village,3736
8510,South Toms River,3736
8511,Waukon,3736
8513,Metamora,3734
8514,Highland Beach,3729
8515,Frackville,3729
8516,West Liberty,3728
8519,Port Reading,3728
8520,Elim,3727
8521,Fort Shawnee,3726
8522,Algood,3725
8523,Wheatland,3725
8526,North El Monte,3723
8527,Boalsburg,3722
8528,Pell Lake,3722
8529,Escatawpa,3722
8530,Tierra Verde,3721
8533,Emerald Isle,3720
8534,Kiel,3719
8536,Smithton,3719
8538,North Richmond,3717
8539,Placid Lakes,3716
8540,Lake Providence,3715
8541,Roebling,3715
8542,Charlotte Harbor,3714
8543,Shadyside,3714
8546,McGuire AFB,3710
8547,Zelienople,3709
8550,Honea Path,3707
8551,Dell Rapids,3706
8557,Crawfordville,3702
8558,Loch Lomond,3701
8559,Tornado,3701
8561,Ringgold,3700
8562,Severance,3697
8563,Shark River Hills,3697
8564,Brittany Farms-Highlands,3695
8567,Odenville,3695
8569,Rock Valley,3693
8571,Laureles,3692
8572,Key Center,3692
8573,Harrington,3691
8574,Lloyd Harbor,3690
8575,Millvale,3689
8576,Holiday City South,3689
8577,Horicon,3689
8578,Parkesburg,3687
8579,Oracle,3686
8581,Stanley,3685
8583,Pacheco,3685
8587,Pemberwick,3680
8588,Holden Heights,3679
8589,Minerva,3678
8590,Norwood Young America,3677
8591,Eastover,3677
8593,Eveleth,3673
8594,Marlboro Meadows,3672
8595,Grand Bay,3672
8596,Copperopolis,3671
8597,Dunean,3671
8598,Cuthbert,3670
8599,Muttontown,3670
8602,Hainesville,3668
8603,Hohenwald,3667
8604,Orrington,3666
8605,Unadilla,3666
8606,Camp Lake,3665
8607,Rayville,3664
8609,Gaylord,3660
8610,Mount Orab,3660
8612,West Menlo Park,3659
8613,Mirrormont,3659
8614,Northern Cambria,3658
8616,Loudoun Valley Estates,3656
8617,Taylor Lake Village,3656
8618,Piggott,3655
8619,Osage,3654
8621,Mount Gilead,3653
8622,O'Neill,3653
8624,Eagle Lake,3650
8629,Oglesby,3647
8630,Fox Farm-College,3647
8631,Desoto Lakes,3646
8632,Perth,3646
8633,Murrieta Hot Springs,3644
8634,Riverwoods,3643
8635,South Dennis,3643
8636,Wrightsville,3642
8637,South Vacherie,3642
8641,Battle Mountain,3635
8642,Arabi,3635
8643,Haviland,3634
8644,Johnson,3634
8645,Fox Island,3633
8646,Leonardtown,3633
8647,Silver Summit,3632
8649,Hazel Green,3630
8652,Dannemora,3629
8654,Grantley,3628
8655,Melody Hill,3628
8656,Quartzsite,3626
8657,Vivian,3626
8658,Romeo,3625
8659,Cedar Springs,3624
8660,Fort Defiance,3624
8661,Sagamore,3623
8664,Newtown Grant,3620
8667,Singac,3618
8670,Campbelltown,3616
8672,Mar-Mac,3615
8673,Castle Pines,3614
8674,Slippery Rock,3613
8675,Red Oaks Mill,3613
8676,Tilton,3612
8677,Scott Air Force Base,3612
8680,Kane,3610
8681,Carefree,3610
8682,Genesee,3609
8683,Pawhuska,3605
8684,Esperance,3601
8685,Mission Hills,3601
8686,Sloan,3601
8688,Maeser,3601
8689,Ahtanum,3601
8690,North Plymouth,3600
8691,Holts Summit,3600
8693,Knox,3597
8694,Dixmoor,3597
8696,Saluda,3596
8697,Greenhills,3593
8698,Manhasset Hills,3592
8699,Three Oaks,3592
8701,Amberley,3591
8704,Spencerport,3589
8705,Bawcomville,3588
8707,University Center,3586
8708,Red Bud,3586
8709,Carey,3586
8710,Peralta,3585
8713,Golf Manor,3583
8714,Idyllwild,3583
8715,Penrose,3582
8716,Leisuretowne,3582
8718,Blackshear,3581
8719,South Glens Falls,3580
8720,Colonial Beach,3580
8721,Port Hadlock-Irondale,3580
8723,Two Harbors,3578
8724,Morganfield,3578
8725,Tupper Lake,3577
8727,Merton,3575
8730,Frontenac,3574
8732,Imlay City,3573
8733,Teague,3572
8734,Country Squire Lakes,3571
8735,Arundel,3571
8736,Meiners Oaks,3571
8738,Bunk Foss,3570
8739,Centre,3570
8742,Noyack,3568
8744,Chipley,3565
8745,Aledo,3564
8746,Black River Falls,3564
8747,El Dorado Springs,3564
8749,Unicoi,3561
8750,Horseshoe Bay,3560
8751,Ranlo,3556
8752,Monte Sereno,3556
8753,High Bridge,3556
8754,Landmark,3555
8755,Old Mystic,3554
8756,Omro,3553
8758,Valley Springs,3553
8759,Trappe,3553
8760,Willcox,3552
8762,Morongo Valley,3552
8763,Lake Clarke Shores,3552
8764,Lake Panasoffkee,3551
8765,San Manuel,3551
8767,La Vale,3551
8769,Trevose,3550
8770,South Eliot,3550
8771,Wills Point,3547
8773,Port Ewen,3546
8774,North Baltimore,3545
8776,North Brooksville,3544
8777,Gibson,3543
8778,Lenwood,3543
8780,Clover Hill,3542
8782,Pen Argyl,3541
8783,Limington,3538
8785,Huxley,3536
8786,South Nyack,3535
8787,West DeLand,3535
8792,Combined Locks,3532
8793,Wilkesboro,3531
8794,Port LaBelle,3530
8795,Roland,3529
8796,Shavano Park,3527
8797,Woodstown,3524
8798,Minoa,3523
8799,Mifflinburg,3520
8801,Bloomer,3520
8806,Long Lake,3515
8807,Cape May,3514
8808,Gothenburg,3514
8809,Paw Paw Lake,3511
8811,Gooding,3509
8812,Hominy,3508
8813,Germantown Hills,3508
8818,Johnston City,3500
8820,Heflin,3499
8821,Dewey,3499
8822,Tutwiler,3496
8823,Polkton,3495
8826,Leisure Village West-Pine Lake Park,3493
8828,Calcium,3491
8830,Sauk City,3489
8831,Laguna Heights,3488
8832,Paulding,3488
8833,Hidden Meadows,3485
8834,Oak Valley,3483
8836,Helena Valley Northwest,3482
8839,Tolono,3479
8840,Amesti,3478
8841,Summersville,3478
8842,Rush,3478
8843,Lillington,3476
8846,Altavista,3474
8847,Dillonvale,3474
8848,Juno Beach,3474
8849,Ohioville,3473
8850,Malmstrom Air Force Base,3472
8851,Haworth,3470
8852,Pottsgrove,3469
8853,Gallipolis,3469
8854,Brookmont,3468
8855,Lake Isabella,3466
8856,Enon,3466
8858,Mobridge,3466
8859,West End-Cobb Town,3465
8861,Hill Air Force Base,3462
8862,Mora,3462
8864,Pownal,3460
8866,Myrtle Creek,3459
8867,Highland Acres,3459
8869,Hurley,3458
8870,Gramercy,3457
8872,Paw Paw,3455
8873,Boonsboro,3455
8874,Pistakee Highlands,3454
8875,Robins,3454
8876,New Hampton,3452
8878,Lely,3451
8879,Dover Base Housing,3450
8882,Kitty Hawk,3447
8885,Wewoka,3445
8886,Wright City,3445
8887,Port Saint Joe,3445
8889,Sleepy Eye,3443
8890,Lucerne,3443
8891,Waldron,3442
8892,Jewett City,3441
8896,West Nyack,3439
8897,Story City,3438
8898,Justin,3437
8899,Mount Angel,3437
8900,Lake Pocotopaug,3436
8901,Goldendale,3435
8903,Red Springs,3433
8904,Hoosick Falls,3432
8907,Peshtigo,3430
8908,Borrego Springs,3429
8909,Valley Green,3429
8910,Loyalhanna,3428
8911,Pine Manor,3428
8912,Houghton Lake,3427
8914,Lockland,3426
8915,Auburn Lake Trails,3426
8916,Mariemont,3426
8917,Beechwood,3426
8918,Grasonville,3425
8920,Cienegas Terrace,3424
8921,Saxon,3424
8923,Lyman,3423
8925,Kenedy,3421
8927,Feather Sound,3420
8928,Poteet,3419
8929,Pine Lawn,3419
8930,Eagle Grove,3419
8931,Greenland,3417
8932,Ross,3417
8933,Jena,3417
8934,Lowville,3416
8938,Humboldt Hill,3414
8942,Sharpes,3411
8944,Nahant,3410
8945,Stanhope,3410
8946,Narragansett Pier,3409
8947,Gibson City,3409
8948,Day Valley,3409
8949,Level Park-Oak Park,3409
8951,West Wyomissing,3407
8952,Thorndale,3407
8953,Virden,3407
8954,Locust Valley,3406
8956,Corunna,3404
8959,Amity Gardens,3402
8960,White Bluff,3402
8961,Etna,3401
8962,Masontown,3399
8963,Sharpsburg,3398
8965,Gentry,3397
8966,Loxahatchee Groves,3397
8967,Brimfield,3397
8968,Essexville,3396
8969,Bayshore,3393
8970,Beulah,3393
8972,Jacksonwald,3393
8974,Skidway Lake,3392
8975,Rising Sun-Lebanon,3391
8976,Ocilla,3387
8977,Rio Dell,3387
8978,Cleves,3386
8980,Lindsborg,3383
8981,Bamberg,3383
8983,Lake Lakengren,3383
8984,Islandia,3382
8985,Ticonderoga,3382
8986,River View Park,3380
8987,Water Valley,3380
8991,Hokendauqua,3378
8993,Tuckerton,3377
8994,Piney Point Village,3376
8995,French Camp,3376
8997,Spearman,3375
8998,Ferriday,3375
9000,Vineyards,3375
9001,Cuba,3374
9003,Lutcher,3373
9004,Karnes City,3371
9005,Shackelford,3371
9006,San Antonio Heights,3371
9008,Vails Gate,3369
9009,Maiden,3369
9012,Zumbrota,3365
9014,Reamstown,3361
9016,South Alamo,3361
9017,South Duxbury,3360
9018,Shannondale,3358
9022,Mount Oliver,3354
9024,Manti,3353
9025,Kelseyville,3353
9026,Aubrey,3352
9029,Oak Point,3349
9030,Cutchogue,3349
9031,Prestonsburg,3347
9032,Long Prairie,3347
9034,Van Alstyne,3344
9035,Hahnville,3344
9038,Ocean Grove,3342
9039,Agua Dulce,3342
9041,Ossian,3341
9042,Llano,3341
9043,Heavener,3340
9044,Crestview Hills,3340
9046,Baldwyn,3339
9048,Vandenberg Air Force Base,3338
9049,Durand,3338
9050,Moulton,3337
9051,Pine Island,3337
9052,Newbern,3336
9054,Lake Belvedere Estates,3334
9055,Haughton,3334
9058,Nicholls,3331
9061,Dana,3329
9062,India Hook,3328
9063,Montauk,3326
9064,Wrightstown,3325
9065,Peaceful Valley,3324
9066,Richville,3324
9067,Clearview,3324
9068,Mingo Junction,3324
9071,Spring City,3322
9072,Barron,3322
9074,Blairsville,3321
9075,Sugar Creek,3320
9077,Larch Way,3318
9079,Saint Augusta,3317
9081,West Lake Hills,3317
9083,Northwest Harbor,3317
9085,Edcouch,3316
9087,Denmark,3315
9088,Ingalls Park,3314
9089,North Lakeport,3314
9090,New Baden,3313
9093,Pagedale,3312
9094,Huntingtown Town Center,3311
9095,Terra Bella,3310
9096,Pixley,3310
9097,Mabank,3309
9100,New York Mills,3308
9101,Moreland Hills,3307
9102,Eastlawn Gardens,3307
9103,Gosnell,3306
9104,Hatfield,3306
9105,Cassville,3306
9107,Ajo,3304
9109,Princess Anne,3303
9110,Middleville,3301
9111,Saylorville,3301
9112,Lordstown,3300
9113,Galena,3299
9117,Hollywood Park,3298
9118,Hannahs Mill,3298
9119,Rockfish,3298
9120,Venus,3297
9121,Mount Shasta,3296
9122,Louisiana,3296
9123,North Middletown,3295
9126,North Pembroke,3292
9127,Springvale,3292
9131,Brodhead,3291
9134,Las Quintas Fronterizas,3290
9135,Wellsboro,3290
9136,Las Quintas Fronterizas Colonia,3290
9139,Maybrook,3286
9140,Fox Run,3282
9141,Cambrian Park,3282
9142,Muldrow,3282
9145,Ingram,3281
9146,Hanceville,3281
9147,East Richmond Heights,3280
9148,Cornville,3280
9149,Berwyn Heights,3280
9150,Perham,3278
9153,Kotzebue,3277
9154,Fort Edward,3277
9155,Wynantskill,3276
9157,Bishopville,3274
9158,El Cenizo,3273
9159,Howards Grove,3271
9160,Hemlock Farms,3271
9161,Cadiz,3271
9166,Ravena,3267
9167,Seacliff,3267
9169,Mount Healthy Heights,3264
9170,Holton,3263
9171,Pinch,3262
9172,Checotah,3261
9173,South Jacksonville,3261
9174,Loyola,3261
9176,Gilmanton,3259
9177,Garnett,3258
9178,Manila,3257
9179,Hodgenville,3256
9180,Philippi,3256
9183,Blissfield,3255
9184,Saddle River,3255
9185,Sunapee,3254
9186,Balcones Heights,3254
9187,Kennedy,3254
9188,Winnie,3254
9189,Netcong,3253
9191,Mauriceville,3252
9192,Northwest Harwinton,3252
9194,Nesquehoning,3251
9195,North Hartsville,3251
9197,North Wales,3250
9198,Casa Conejo,3249
9199,Windermere,3249
9200,Underwood-Petersville,3247
9201,Okemah,3247
9206,Pitcairn,3246
9207,Hinton,3244
9208,South Hempstead,3243
9210,Monmouth Beach,3239
9212,Crandall,3238
9215,Oliver Springs,3237
9217,Blue Earth,3236
9218,North Alamo,3235
9219,Brooktrails,3235
9221,Benton City,3234
9222,Lockeford,3233
9223,Gravette,3232
9224,Ponderosa Park,3232
9225,Moosup,3231
9226,Clyde Hill,3230
9228,Coplay,3229
9229,Welsh,3227
9230,North Cape May,3226
9232,Wesleyville,3226
9235,Ozona,3225
9236,Carlyle,3224
9237,Heyburn,3223
9238,Tomahawk,3223
9239,Melbourne Beach,3219
9240,Iowa,3219
9242,Meadow Vista,3217
9243,Biscayne Park,3216
9244,New Holstein,3216
9246,Flagler Estates,3215
9247,Momence,3213
9248,Laguna Vista,3212
9249,Oakridge,3211
9250,Brackenridge,3211
9251,Delanco,3211
9253,Port Washington North,3207
9254,Pretty Bayou,3206
9255,Orchard Park,3206
9257,Ebensburg,3203
9258,Fort Hall,3201
9261,East Dundee,3200
9262,Barrett,3199
9263,Wanakah,3199
9264,Warrior,3199
9268,Cactus,3197
9269,Pleasant Valley,3196
9270,Goffstown,3196
9273,Cliffwood Beach,3194
9274,Vado,3194
9275,Sandia Heights,3193
9278,Milbank,3192
9282,Boscobel,3189
9283,Montezuma,3189
9284,South Blooming Grove,3188
9285,Ladysmith,3188
9287,Nellis Air Force Base,3187
9288,Scissors,3186
9290,Sixmile Run,3184
9291,Smithville-Sanders,3184
9294,Kingstree,3183
9295,Elk Ridge,3183
9297,Grantville,3183
9299,Wildwood Crest,3182
9301,Mamou,3181
9302,Priceville,3179
9303,West Union,3179
9305,Balmville,3178
9306,Chimayo,3177
9307,San Joaquin Hills,3176
9308,Gillespie,3176
9311,Nyssa,3175
9312,Barbourville,3174
9313,Thiensville,3174
9314,Pickens,3173
9315,Tallapoosa,3171
9316,Pierre Part,3169
9317,Clinton Corners,3168
9318,Nokomis,3167
9319,Oxoboxo River,3165
9321,Mount Penn,3165
9322,Valhalla,3162
9323,Dennis Port,3162
9325,Squaw Valley,3162
9326,Oak Ridge North,3161
9327,DeQuincy,3161
9328,Cashmere,3159
9329,Sedco Hills,3158
9330,Ponce Inlet,3157
9333,Grangeville,3155
9334,East Prairie,3155
9335,Burney,3154
9336,Grape Creek,3154
9339,Maple Heights-Lake Desire,3152
9341,McDonald,3152
9342,Nevada City,3152
9343,Estacada,3152
9344,Millersburg,3151
9348,Dadeville,3150
9349,West Portsmouth,3149
9350,River Bend,3149
9351,Swansboro,3149
9353,Whispering Pines,3148
9354,Fairbanks Ranch,3148
9355,Las Lomas,3147
9358,Portageville,3146
9360,Trafford,3144
9361,Corydon,3144
9362,Chattahoochee,3144
9364,Ladonia,3142
9365,Brillion,3142
9366,Nash,3141
9367,Myerstown,3140
9368,Avondale Estates,3139
9369,Zillah,3138
9370,Marienville,3137
9373,Sloatsburg,3135
9374,Bonanza,3135
9375,Frostproof,3134
9376,Macungie,3134
9379,Grand Saline,3131
9381,Red Bay,3131
9382,Mountain View Acres,3130
9385,Mono Vista,3127
9386,Rural Hall,3126
9387,Tonkawa,3126
9389,La Center,3125
9390,Cross Mountain,3124
9391,Wildwood Lake,3124
9395,Mannford,3121
9396,Wise,3119
9398,North Crossett,3119
9399,Rancho Santa Fe,3117
9400,Attica,3117
9401,Landis,3116
9402,Licking,3115
9403,Bandon,3115
9404,Niantic,3114
9406,South Pittsburg,3114
9407,Greenwood Lake,3113
9408,Dade City North,3113
9409,Lesslie,3112
9410,Hogansville,3110
9411,Walbridge,3109
9412,Esparto,3108
9413,Cutten,3108
9415,Chickamauga,3107
9417,McCall,3106
9419,Bean Station,3104
9420,Moss Beach,3103
9422,Peterborough,3103
9424,Channel Islands Beach,3103
9426,Tybee Island,3102
9427,Bethel Acres,3101
9428,Airville,3100
9433,Fairport Harbor,3096
9436,Algoma,3094
9438,North Shore,3094
9439,Nicholson,3092
9441,Hansville,3091
